sentence_id,text,target,polarity,label
1388,Not the best cheese steak. Sparse with the meat. Good roll.,meat,negative,0
312,"Thai Samosas, Drunken Noodles and Pad Thai are amazing. Get the deviled eggs whenever they are on the specials.",Drunken Noodles,positive,2
1127,"They started as a kettle corn spot and branched out to other sweets. They sell kettle corn, homemade ice cream, cupcakes, cake, and (rather pricey) milkshakes. Soon they'll add hotdogs and hamburgers. Yum!",homemade ice cream,neutral,1
727,"Try the agua frescas, they're fantastic!",agua frescas,positive,2
893,The best Publix to go for lunch. They have a salad bar and a hot bar along with a soup bar and the publix sub station. Then there is also a place to sit and eat at the front of the store.,place,positive,2
289,"Veal Marsala was very good, but the Risotto (shrimp, pancetta, fennel, and mushrooms) was INCREDIBLE.",Veal Marsala,positive,2
1442,They have Russian style shashlik in an Afghan owned and operated restaurant. cool!,Afghan owned and operated restaurant,positive,2
1174,"I thought that I would give the place a try but I've been waiting too long. I came in with my niece for a Mommie day out experience but she's been taken care of and I'm still waiting. 
I don't like the atmosphere and I waited too long to be seen. 
I decided to leave and this time I don't plan to come back.",a Mommie day out experience,positive,2
815,Good bbq. Not the best I've had but I am a self proclaimed expert! Peach cobbler was a little gummy. Price is fair for the amout of food. Decor is cool!,peach cobbler,negative,0
1437,I can't wait for whatever I'm about to have especially if there's lamburger in it.,lamburger,positive,2
1396,Free mug of tea! It broadcasts premier league games too on the weekend,mug of tea,positive,2
1665,"Post Comic-Con Soup Dumplings...Beam me up, Sushi!",Sushi,neutral,1
1069,Nothing short of amazing I tried the vegetarian on ciabatta with no cheese omgggg,vegetarian on ciabatta with no cheese,neutral,1
632,Yum! Sunday is Lasagna nigjt!,Lasagna,positive,2
964,Half sandwich and smoothie is the perfect lunch!,Half sandwich,positive,2
758,The shrimp and grits are the bomb.,shrimp and grits,positive,2
1066,Great selection of wines under $15.,$15,positive,2
1821,"This place is a hidden gem in the quarter. Amazing staff, great food (get the boudin balls--trust me) and mini bowling.",staff,positive,2
1840,Half a corned beef on rye w/spicy brown is the way to go.,Half a corned beef on rye w/spicy brown,positive,2
353,Happy hour! Best sushi in Tampa bay,sushi,positive,2
1629,They now have some spices and tea in the bulk aisles. Woo-hoo!,spices,neutral,1
1305,"You MUST check these lights out! $2 donation per person to keep the garden going. Dog friendly, handicap accessible and plenty of parking.",lights,positive,2
1156,Window table is nice and cozy.  Try the escargot!,escargot,neutral,1
1810,"Gross









Yuck 

Soggy pancakes and runny scrambled eggs",pancakes,negative,0
1279,Sit in the bar during happy hour for 1/2 price apps!,apps,positive,2
880,"They're very inconsistent with water. Sometimes they give you free bottles of water (because they don't have anything else) and sometimes they give you tap water, which doesn't taste so great. I would maybe bring your own water, because the pizza is just too damn good to care about water issues.",water,negative,0
1768,I love their eggplant parm. So delicious!!!!! Great location. Enjoyed the meal!,location,positive,2
361,"Brownie is good, but very, very sweet",brownie,positive,2
1175,"Real Chicago Dogs and Italian Beef? I'm in heaven! (or at least back in Chicago...). Outdoor seating only - order at the window. But it's authentic, and worth the stop!",it,positive,2
1551,Killer Lager pour and Golden Ale - getting ready for Hockey Night!!! GO BOLTS,Killer Lager pour,positive,2
209,Sushi took forever to arrive. Food was ok.,forever to arrive,negative,0
315,Homemade style icecream with inventive and exceptionally tasty flavors.  Sorbet as well.  Even have Lactaid! Can't decide? Trailer Trash!,Lactaid,positive,2
1260,They serve their beer in plastic cups. Pretty weird for a brewery.,beer,negative,0
1464,"High priced menu but well worth it. It's just beyond delicious. Go during happy hr Mon-Fri, 5-7pm @ the bar 4 great deals.",happy hr,positive,2
572,It's raining cats and dogs but we are dry on the patio!,patio,positive,2
930,Ordered a burrito to go.  It had great flavors but barely any meat.,burrito,neutral,1
189,Pretty much the same menu as SK Noodle. West Lake beef soup as an appetizer is new.,West Lake beef soup as an appetizer,neutral,1
498,"Classic neighborhood joint. Simple menu, small venue",small venue,neutral,1
196,"Nice cocktails, nice food, nice location!",location,positive,2
150,Waiter needs lesson in wine etiquette...,waiter,negative,0
197,Turkey club gyro with pasta salad. The bacon and pesto mayo combination is remarkable.,Turkey club gyro,positive,2
1801,"Small portions, order accordingly. Slow service.",portions,negative,0
1306,"The kale soup is outstanding. Sweet potato, celery, barley, onion, and garbanzo. Seems shy on kale, though.",kale soup,positive,2
164,Holy Frenchulatta!  This thing is HUGE!,Frenchulatta,positive,2
133,Ok prices but slow service.,prices,neutral,1
1008,"Horrible delivery service, unfortunately. Called at 11:40am, received my sandwich at 1:15pm!! Unbelievable!",delivery service,negative,0
1477,"We arrived around 12:45p and they were out of sweet tea fried chicken. Bummer! Brady says they usually run out by noon on Sundays, so head out early if you want that.",sweet tea fried chicken,negative,0
175,Spicy tofu = AMAZING. Pancakes are nothing special - dont get them,spicy tofu,positive,2
450,"Green chili blue cheese brats, chipotle cheddar brats, bull dogs and Saturdays special BBQ shredded beef and cheddar sub plus drink and chips 5.50!",Saturdays special BBQ shredded beef and cheddar sub,neutral,1
1343,"They accommodate dogs on leash on the patio, which is a bit hidden. You have to walk your pet through dining room. I'd ask for the OK first.",dining room,neutral,1
971,Pretty good wings and steaks,wings,positive,2
590,Pretty cupcakes,cupcakes,positive,2
975,All you can eat sushi on Sunday's for $21.99! So worth it!,sushi,positive,2
555,$5 minimum purchase for WiFi access. Meanwhile a large iced coffee $3.50.,large iced coffee,neutral,1
1814,Sweet potato fries are amazing. They have a variety of dipping sauces so definitely try more than the house sauce. Their flatbreads are amazing! A great bar for watching sports with food that isn't your typical bar food,flatbreads,positive,2
955,Local hidden gem! But if you are coming for a Sunday brunch make sure that you arrive before 11:30 am to avoid the 20 minute wait.,Sunday brunch,positive,2
1139,"Fabulous breakfast...challah as light as a feather, perfectly cooked everything!",breakfast,positive,2
813,"The people  who work the gate here are very nice, always have a smile on their face.",people,positive,2
1064,Hostess was a hoe. Gave us attitude,Hostess,negative,0
619,Husband enjoys strawberry shake but my Peanut Butter shake not so much. Mug n Bun has spoiled me. Good but not great.,Peanut Butter shake,neutral,1
1849,"WOW!  Amazing flavors.  Try the ""Movie Butter Popcorn"" gelato",flavors,positive,2
1843,Such great service! First time I came in after walking by every day for almost a year. The food was interesting. It was my first Chaat experience. Cannot wait to try more things!,service,positive,2
1196,I just LOVE this venue! Great history and architecture!!,architecture,positive,2
1046,Friendly hole in the wall mom and pop place. Ribs are amazing. Best cabbage I've ever had,cabbage,positive,2
1245,Make reservations for Sunday brunch early in the week!   We couldn't get one until 1:15 yet they were searing walk ups before me! Hmmm....,reservations,negative,0
895,Green tea bubble tea & pocket sammich,pocket sammich,neutral,1
428,Love the green curry and mango tofu. Good for vegetarians.,vegetarian,positive,2
905,"Everything is right with the ambience of this lovely place. I will caution you to hurry and get there,however, as the very accomplished chef who who owns and has run this gem for years is preparing to close it and move on to other things.  This is a class act preparing for a graceful closing.",chef,positive,2
1711,Amazing food!! Probably the best shrimp and scallop I've had in edmonton!! Plus they have fresh halibut flown in daily all summer that is to die for!!,food,positive,2
836,the bartenders are so nice! make sure you get the Aussie! throw another shrimp on the barbie!,shrimp,neutral,1
630,Big selection of breakfast and lunch options. Straight forward.  Good food with good prices. Service is consistent and friendly,service,positive,2
98,Great! Rachel was awesome.,Rachel,positive,2
820,"Check out the old school (circa 1940s?) aerial photo of the surrounding area, a cool artifact from the history of the area.  It's hung in their dining room.",old school aerial photo,positive,2
784,"Bellini~Tini, shrimp pancetta, Jenny's spinach salad, perfect light bites for a sunny Friday happy hour.",light bites,positive,2
1148,Must try honey biscuit. It's like a hybrid of baklava and shortbread. Yum!!!!!,baklava,neutral,1
1574,Best drinks and hot ass Salsa dancing!,Salsa dancing,positive,2
1061,Friendly staff in the merchandise area!,staff,positive,2
869,"Coffee and espresso available, as well as a very small area with table & chairs",espresso,neutral,1
1339,Always a good time here.  Food is great for the whole family.,Food,positive,2
1451,"Great food, good service, don't miss the debris fries, they are the BEST!!!",food,positive,2
893,The best Publix to go for lunch. They have a salad bar and a hot bar along with a soup bar and the publix sub station. Then there is also a place to sit and eat at the front of the store.,hot bar,positive,2
953,Longest drive through ever. Be prepared to wait 30 minutes for burgers,burgers,negative,0
1204,Great chocolate filled croissants,chocolate filled croissants,positive,2
1635,"Hmm that's odd how I was told kasia was injured  but the, bill shows, zooey.  Maybe because, it's a lie",bill,negative,0
1471,Hoagies that make u go ZAMN!,Hoagies,positive,2
270,"Sit at the bar with Candace, who is super nice, makes great drinks & is knowledgeable about the menu too!",great drinks,positive,2
104,"It is now more of a restaurant then a bar. And I love that! Spanish style food and drink menu, salsa music playing in the background. Great atmosphere. Super clean. Friendly staff.Try the coconut mojitos (garnished with actual mini coconuts!) Or the Passion Fruit Margarita (yum!) New menu. Mainly Everything is Spanish style (rice and beans, tostones, maduros,etc). They have a larger dining area on the 2nd floor and an outdoor patio that's only accessible through the inside of the bar.",Friendly staff,positive,2
1335,Excellent facility with top notch range balls!,range balls,positive,2
206,Nelson at the liquor store is great.  Friendly and helpful.,Nelson,positive,2
1050,"If you bring good red wine to this BYOB, for God's sake bring your own glass. Heck, if you bring any wine here bring a glass, tonight they are giving water glasses to pour your wine in.",water glasses,negative,0
13,The pimento cheese tastes great and is a large portion for a starter - great for sharing!  The fried pickles are also awesome!,portion size,positive,2
132,This place makes me wish i had the stomach of an elephant because i just want to eat everything. EVERYTHING. all in one sitting. Is that a crime? I blame CSK.,everything,positive,2
1295,Get the salmon! It's seasoned and cooked VERY well. Yummy sauce and nice pink on the inside. (Not a fan of the veggies tho),salmon,positive,2
1101,Order and pick up your to-go orders at the back window.,Order and pick up your to-go orders,neutral,1
1265,Great place to watch the game - big HD screen outdoors and plenty of seating.,seating,positive,2
1172,Very bad bartending (waited 20 min for a drink) and the beer was flat.,bartending,negative,0
1354,"The pizza here beats out the big chains, hands down.",pizza,positive,2
443,Nothing special. The hurricane I ordered was horrible and the place smells like a$$.,hurricane,negative,0
736,Yum tried the chicken strips well worth it,chicken strips,positive,2
1861,Great fooooooood. Call in advance. Everything is made fresh,Everything,positive,2
248,"Soup & salad combo Thai style, I'd suggest Tom Yum soup and fresh spring roll. Delicious.",Tom Yum soup,positive,2
538,Sign up for their newsletter and get a free pizza on your birthday!,free pizza,positive,2
956,I had the Carne Asada Burrito and I very much enjoyed the richness. I could taste the zucchini as well as the other healthy flavors,Carne Asada Burrito,positive,2
931,Valentines day donuts are too cute!!! Im tempted to get one,Valentines day donuts,positive,2
1491,"Good food good service, FBI fried banana desert is amazing",service,positive,2
606,"The manager is soooo kind, and awesome with making the salads....get him to make yours if you can!",manager,positive,2
1238,Must. Have. Kung. Pao. Chicken.,Kung. Pao. Chicken,positive,2
1541,Turkish chicken is amazing!  But they forgot my pickle,Turkish chicken,positive,2
1679,Nice space with great local art.,local art,positive,2
610,Always trouble redeeming free shot,free shot,negative,0
1239,"Always good drinks and staff, great at night when Jeremy plays.",drinks,positive,2
1825,Place is neat and kitchen is good.. Food is tasty..,kitchen,positive,2
1008,"Horrible delivery service, unfortunately. Called at 11:40am, received my sandwich at 1:15pm!! Unbelievable!",Called,neutral,1
729,Heaven!! Ice cream drinks and I'm not in Wisconsin,ice cream drinks,positive,2
1025,The beer is cold. Nuff said.,beer,positive,2
500,"Fast service...good beer.   Enjoyed the fried pickles, steak and shrimp, and carrot cake.",steak and shrimp,positive,2
505,Great sweet tea.,sweet tea,positive,2
1619,Great little spot. Food takes a little while  to come out and the service is kind of awkward but the food is an A plus. Got the nook and cranny chicken sandwich with sweet potato fries. Chicken was tender and delicious. The fries were big wedges that were tender and flavorful. Definitely coming back and recommend,Food,neutral,1
1809,Happy hour is a great deal!,Happy hour,positive,2
1678,Double classic burger.. Best burger in town..,burger,positive,2
1387,Drive thru pharmacy is nice,Drive thru pharmacy,positive,2
20,Come early for the best service as they fill up really quickly.,best service,positive,2
1686,Excellent food and great service! Love the new menu!,food,positive,2
448,Try the Gruyere salad! Their Wednesday Fried Chicken must have!,Wednesday Fried Chicken,positive,2
1030,Bowl of soup does not come with bun.  You have to ask for it.,ask for it,negative,0
647,Buy 3 get 3 free muffins on Tuesdays!,muffins,positive,2
680,"Good clean Mexican food. May suffer when really busy. But, that is the exception. Order the shrimp fajitas and you will love this offering.",Mexican food,positive,2
737,Our favorite local Mexican place. Great staff amazing food and yummy desserts!!!,desserts,positive,2
1251,"The manager doesn't seem to be in today. The service is terrible. The waiter is coughing on everything, bringing out the wrong orders and just smiling the whole time.  We've been waiting for 20 minutes for spring rolls!! Argh.",service,negative,0
376,The macaroni and cheese is mostly cheese and no macaroni. A hot velvetta sundae.,hot velvetta sundae,neutral,1
273,The 20% show us your scrub offer is not valid.,20% scrub offer,negative,0
1453,Great patio to enjoy the cool temperature when Tucson is blazing hot!,patio,positive,2
910,"First time here. Little sister loves this place, and it's not half bad. Generic, but... Relatively good, cheap good. Excellent server.",server,positive,2
902,"Eating dinner with the lover boy, his first time my millionth :]",dinner,neutral,1
238,Closed or very limited hours,hours,negative,0
12,Order crispy and they bake it up good.,crispy,positive,2
522,"They have a little to-go area with sandwiches, salads and killer hot soups! Organic yumness!",hot soups,positive,2
861,Friendly staff and speedy service for an emissions inspection!,staff,positive,2
691,Pricey...,price,negative,0
1239,"Always good drinks and staff, great at night when Jeremy plays.",staff,positive,2
1664,Very very good chocolate.,chocolate,positive,2
1411,Best service I've experienced anywhere in a long time. The fresh rolls were amazing.,fresh rolls,positive,2
344,"Very friendly and helpful staff. Great quality. Expensive, but worth it.",staff,positive,2
859,"Ordered padthai, fried rice and one of their specialty seafood.

Fried rice was tasty, but pad thai was less than satisfied. Seafood dish was little salty but overall okay.

But timing of serving was awkward. After waiting for 20-30 mins for the first dish we had to wait another several several minutes for next dish. By the time we got third dish after 50 mins or so, we already lost the appetite.

The place is way overpriced for quality of food and service.",first dish,neutral,1
1361,Happy Hour specials all night long Thurs nights.... plus say hi to Jess the bartender,Jess the bartender,positive,2
840,Mac n cheese is ok and so are the fries. Won't be back though!,fries,neutral,1
1010,I had a lobster roll to go. Seems pricy but was great. New location nice,location,positive,2
383,Salmon platter....yeah boy!,Salmon platter,positive,2
864,The falafel ARE really yummy. And I liked the portion size (I had the vegetarian plate). Mr. Mike is a gem of a person!,falafel,positive,2
1168,The menu is very diverse really good looking drinks and live music what else do you need??? Room!! Lol,live music,positive,2
1650,"If you're here for Mardi Gras, skip the store-bought brand and try their King Cake - one of the best!",King Cake,positive,2
669,Really solid craft beer selection.,craft beer selection,positive,2
1632,Best place ever! Every item on the menu rules! Spaghetti sandwich is God,Spaghetti sandwich,positive,2
1753,"Good food, good atmosphere, great price, great drive in too",atmosphere,positive,2
1589,Wow! P&J oysters plus happy hour! I'm a huge fan!,fan,positive,2
1584,"Terrible food, poor service but a lot of TVs   Being generous giving 2 stars.",food,negative,0
1830,Awesome time. Game was 15 minutes. Played in arcade while we waited for 30 minutes. Come with a fat wallet or dont waste your time.,arcade,neutral,1
1838,"The asparagus and roasted carrots on the hot bar are excellent. I can't wait to get more.  Not cake, but I am looking forward to the vegetables. You go Wegman's!",roasted carrots,positive,2
99,Veg biryani was ok.chicken was bad. Neither were true biryanis. The rice had a horrible red dye,chicken,negative,0
332,Friendly service,service,positive,2
1866,"Very good grouper sandwich, grilled or fried. Only wish the bun was toasted.",grouper sandwich,positive,2
726,Great dark roast drip coffee.,dark roast drip coffee,positive,2
1220,"Avoid Edna at all costs. She is a disaster. Sweet, but a disaster",Edna,negative,0
1131,Bucket beers and TVs this is a sports bar.  Big parking lot and lots of Blues fans.,TVs,positive,2
336,Half-priced lattes today and Friday! Just mention it when you order.,lattes,positive,2
1674,"Food is ok, Service SUCKS!!!!! GO EARLY FOR SAINTS GAMES!!!!!",GO EARLY FOR SAINTS GAMES,neutral,1
1750,Excellent key lime martinis!! Great food and atmosphere.,atmosphere,positive,2
1448,Order ahead of time online and they will have your order waiting when you arrive!  No standing in line!,order,positive,2
459,"Great service, food, and cocktails.  Definitely worth every penny.",food,positive,2
1427,"OMG!!! First time here. Pancakes are soo good. Didn't really like the syrup, but the homemade blueberry jam was great! My BF ordered the Chili and Eggs and it was AMAZING!! Can't wait to come back and order that for myself! The service was fast and very nice.",syrup,negative,0
1697,Cherry crumb crunch and a red velvet cupcake with marshmallow creme! Happy Valentine's Day!,red velvet cupcake with marshmallow creme,positive,2
34,"Jimmy the manager does what he is best at again, thanks to him this place is now my fav",manager Jimmy,positive,2
1577,"Perfect place for that hard to shop for friend! Curries, spice rubs, ginger, peppers and salts, chicken and beef stocks, and gift sets!",peppers and salts,positive,2
1603,Staff is very attentive and they work as a team. Food is very good...Seared Ahi app is great and the Reuben is outstanding!!!,Seared Ahi app,positive,2
745,Don't let the high traffic of this location scare you away. This is as efficient of a McD's as exists for breakfast. Decent quality to boot.,efficient,positive,2
1567,"Street parking 2 hours on Sunday. Get the papaya salad, Prah-Hok Kahteeh, Sach-Khoe Ang, Cha Lok-Lak!","papaya salad, Prah-Hok Kahteeh, Sach-Khoe Ang, Cha Lok-Lak",positive,2
924,Service is a bit slow it seems. Love the biscuits and the lobster bisque was good.,Service,negative,0
1139,"Fabulous breakfast...challah as light as a feather, perfectly cooked everything!",challah,positive,2
1032,"Truly disappointing service.  These guys didn't want to do anything.  They weren't rude, but just not helpful.",They,negative,0
489,"I have yet to eat inside but their porch area was great. The service was super friendly, the margaritas are good but a tad overpriced, and their corn on the cob is fantastic.",porch area,positive,2
471,Super loud location!,location,negative,0
807,Charbroiled oysters are truly amazing. ...likely the best I've ever had. ..and I've had them all over the world!,charbroiled oysters,positive,2
841,"If its your first time in, they'll gladly go over the menu for you. I guess I looked lost my first time there!",menu,positive,2
508,Came during peak lunch- around 12:30. Waited ten minutes to be acknowledged! Food is great but be prepared to possibly be ignored for a little while.,waited,negative,0
1053,Big burritos!,Big burritos,positive,2
1513,I'm not a fan of their salad.,salad,negative,0
158,Nice place and good food for the price. Good customer service as well,food,positive,2
1221,"Avoid this pharmacy as much as you can, the slowest service with the most rude staff ever!",staff,negative,0
968,Ice cream from Central Dairy,Ice cream,neutral,1
645,Amazing pizza. Love the bar. Super cute but a little pricey!!!,bar,positive,2
808,Beautiful new spot in Fox Park,new spot,positive,2
1353,Great place for lunch! Burger and blue cheese for $8!,Burger,neutral,1
373,Typical shopping center pizza place.  Don't expect too much and you won't be disappointed.,shopping center,neutral,1
1577,"Perfect place for that hard to shop for friend! Curries, spice rubs, ginger, peppers and salts, chicken and beef stocks, and gift sets!",spice rubs,positive,2
1686,Excellent food and great service! Love the new menu!,new menu,positive,2
71,Clean bathrooms. So let the beers flow!,beers,positive,2
1017,Get there before 5:30pm on a weekend! Was just there Saturday again and at 5:29 the place exploded! Everything is made fresh so there can be a wait but god I love a Panzarotti!,Panzarotti,positive,2
63,Bangers and mash.  Just like last time.,Bangers and mash,positive,2
1580,Salads are huge and are basically 2 meals in 1,Salads,positive,2
516,Great food. Great service.,service,positive,2
472,Great coffee!! Always fresh!!,coffee,positive,2
1241,Make an appointment to guarantee no wait; don't forget to shop for makeup and shampoos and other goodies!,appointment,neutral,1
177,The bakery items are fresh. Love the chicken pie. Fluffy crush.,chicken pie,positive,2
551,Cute inside,inside,positive,2
145,"Not a big writer but quick review. Must haves are Roti Canai and Mee Siam, the Basil Noodles are also good. Was not a fan of the duck noodles (wasn't a fan so kinda forgot about them). Service was prompt.",duck noodles,negative,0
11,"Yes, I'm eating here again. Breakfast!",Breakfast,positive,2
815,Good bbq. Not the best I've had but I am a self proclaimed expert! Peach cobbler was a little gummy. Price is fair for the amout of food. Decor is cool!,price,positive,2
1772,To get a takeaway from here (even when it is empty like now) I can say that they make you wait too long. The food is good WHEN u get it.,food,positive,2
635,"This is a mediocre Hooters. Everything is below par - food, drinks, service all.",drinks,negative,0
1236,"Clean bathrooms, friendly staff",staff,positive,2
1424,"Hospital has wireless, a decent cafeteria and a comfortable waiting area for family.",cafeteria,positive,2
68,Like the surf and turf (better meat to bread ratio) and good fries,fries,positive,2
789,Fresh. Perfect ratios. Delicious!!!,delicious,positive,2
1073,"Make sure you go with the ""Full Service"" for $19 if you've got rubber all-weather mats! They rinse them back to factory condition!",rinsed them back to factory condition,positive,2
1329,Limited parking in the front. There is rear parking & a DRIVE-THRU!!!!,parking,negative,0
1483,We ordered the cannon barrel and there was not enough deaths door white whiskey and the bartender went to get another bottle she came back with it and the other bartender stopped her from opening it and told here to finish the drink with Smirnoff vodka. Not cool!! Normally excellent though.,bartender,negative,0
1141,A bag of Lay's chips for $5...what a deal -_-,Lay's chips,neutral,1
507,Good food and service. Great for family dinner!,service,positive,2
978,"Ginger beard hosts a Saturday morning run club. We run then stick around for a few coffee brews. Ask the owners for details. 

They do not serve decaf coffee.",Ginger beard,neutral,1
1780,$3.99 1/2 pound burger night.,1/2 pound burger,neutral,1
1465,"Best local hot wings place in Nola.....especially their hottest brand, Bayou Beast!",Bayou Beast,positive,2
1051,Seat yourself & order at the bar!,order at the bar,neutral,1
638,Best food in St. Louis. Sauce will become a national sensation.,food,positive,2
1294,Currently training new baristas; expect the morning line to move at a snails pace.,morning line,negative,0
683,The owners are friendly and are more than happy to help you with the menu selection!,help,positive,2
1533,Super yummy. It was a great atmosphere with very yummy food and cocktails.,atmosphere,positive,2
1830,Awesome time. Game was 15 minutes. Played in arcade while we waited for 30 minutes. Come with a fat wallet or dont waste your time.,fat wallet,negative,0
1436,Awesome place with great craft beers! Can't get enough.,place,positive,2
687,Their renovations are spectacular. New patio out front looks very promising.,new patio,positive,2
1467,Service is very friendly. Plates tailor made. And the owner said I'm gonna love his Tabbouli.,owner,neutral,1
1060,Check out House Special #3 with Taylor pork roll.,House Special #3,neutral,1
321,"Great food, great atmosphere, great service!",food,positive,2
534,"Great hoagies... Pricy, but worth it.",price,negative,0
496,I am a black lady. I ordered a White Lady. It was delicious.,White Lady,positive,2
752,This place is INSANE on a Sunday afternoon. And uncomfortably hot.,place,positive,2
1193,Bring your own food or just enjoy the pretzels on the table! You choose.,food,neutral,1
134,Two steak burritos,steak burritos,neutral,1
187,"Never have a bad experience here. Fast, friendly and accurate.",friendly,positive,2
960,Late night 9-close specials daily.,specials,positive,2
880,"They're very inconsistent with water. Sometimes they give you free bottles of water (because they don't have anything else) and sometimes they give you tap water, which doesn't taste so great. I would maybe bring your own water, because the pizza is just too damn good to care about water issues.",water,negative,0
1648,Service is slow. Be prepared to wait if they're busy.,wait,negative,0
1525,"Crazy busy tonight. So happy for the owners.  Wine and beer is available now!

If you're a newbie don't sweat the menu - it comes down to wrap or plate;  protein choice; sauce; and side.  Awesome dumplings and spring rolls for appetizers.",protein choice,neutral,1
598,Kamakzee Roll... Boom,Kamakzee Roll,positive,2
936,Get the apple fritter.,apple fritter,neutral,1
1304,Service was GREAT! They really wanted to make sure you felt welcomed and were enjoying yourself. I love that you're able to customize your bowls too!,Service,positive,2
145,"Not a big writer but quick review. Must haves are Roti Canai and Mee Siam, the Basil Noodles are also good. Was not a fan of the duck noodles (wasn't a fan so kinda forgot about them). Service was prompt.",Roti Canai,positive,2
662,"Very good crab cakes, and I even liked the eggplant!",eggplant,positive,2
1805,Bloody bar and breakfast burrrrritos. Lots of hot sauce to get the new year fired up!,breakfast burrrrritos,neutral,1
1389,"Doing the duck! Take out! take out! (make sure you order dinner so pancake, etc are included)",order dinner,neutral,1
1129,Best chai in town! Having some dahl!,dahl,neutral,1
450,"Green chili blue cheese brats, chipotle cheddar brats, bull dogs and Saturdays special BBQ shredded beef and cheddar sub plus drink and chips 5.50!",chipotle cheddar brats,neutral,1
1848,"Just used GrubHub for a delivery. Food took over an hour and a half to be delivered, sauce on pasta was supposed to be on side, food leaking from containers, no utensils.
I asked for a few sides and got none.
Buh bye, Little Italy.",food,negative,0
1531,They will make you a salty lassi if you ask,make you,positive,2
911,The guac is tasty fresh.  Counter seating is the way to go tonight.,guac,positive,2
1752,"Wednesdays is $4 pints, bottles, highballs & half price wings :)",highballs,positive,2
1838,"The asparagus and roasted carrots on the hot bar are excellent. I can't wait to get more.  Not cake, but I am looking forward to the vegetables. You go Wegman's!",asparagus,positive,2
937,Fresh rockfish tonight!!!!,rockfish,positive,2
623,Top 3 cheesesteak easy. Go here.,cheesesteak,positive,2
1129,Best chai in town! Having some dahl!,chai,positive,2
809,No reservations but you can call ahead same day.,reservations,neutral,1
1267,"I come here a lot. Service is ok, lots of deals, sales, etc. I like how it's 24 hrs.",24 hrs,positive,2
1745,An adult playground with booze!,booze,positive,2
103,Great customer service on every visit,customer service,positive,2
1130,Sign up online for their newsletter to receive a free e-book highlighting 10 raw/dairy-free/gluten-free recipes!,newsletter,neutral,1
384,So fresh. So nice. Just pull off that freeway and take a break.,nice,positive,2
863,Some of the nail technicians are alright..but if you get jimmy he does the best job cuz I always go for the scrub amd massage (pedi) and he does it so thoroughly,jimmy,positive,2
316,"The food is amazing... Bottomless glass of wine!!!
Highly recommend...  A must do !",food,positive,2
622,"The drinks are a must! Great little patio, overall limited seating. Come early for great street parking and choice seats at the bar. Tip your artist!",patio,positive,2
389,Great pizza and atmosphere!,atmosphere,positive,2
374,Fun atmosphere! Love the food!!,food,positive,2
637,"Meatballs and a great patio, that's Amore!",Meatballs,positive,2
1175,"Real Chicago Dogs and Italian Beef? I'm in heaven! (or at least back in Chicago...). Outdoor seating only - order at the window. But it's authentic, and worth the stop!",Italian Beef,positive,2
1135,Chicago turkey on wheat bun for me!,Chicago turkey on wheat bun,neutral,1
276,"Sundays in the summer are nice, relaxed, and Comfortable at this Starbucks",Sundays in the summer,positive,2
1657,Ouch almost 38 bucks for two burgers fries and a beer? Then ages to wait only to be served a mediocre burger? Nah...ill pass.,burger,negative,0
1051,Seat yourself & order at the bar!,seat yourself,neutral,1
941,Gluten free chicken strips!,Gluten free chicken strips,neutral,1
42,Best lunch/ happy hour in downtown!!! Kenny rocks!,lunch,positive,2
1256,Great vibe & good people! A fun spot to stop by for a drink in the middle of your evening festivities.,people,positive,2
438,Don't forget they close at 7 pm ! And try the Roasted Potatoes !,Roasted Potatoes,positive,2
1427,"OMG!!! First time here. Pancakes are soo good. Didn't really like the syrup, but the homemade blueberry jam was great! My BF ordered the Chili and Eggs and it was AMAZING!! Can't wait to come back and order that for myself! The service was fast and very nice.",service,positive,2
1273,"Wow. Very impressive meal. Everything was delicious, unexpected, masterfully done.  T",meal,positive,2
220,"Hot dog! Best selection in town, home style fries, good fries pickles.  Super friendly people.  Eat here!",home style fries,positive,2
1095,Really nice place. I love my nails. They have so many colors to choose from.,my nails,positive,2
1792,"Delicious, strong coffee and yummy baked goods with many GF and vegan options!! Try the vegan pumpkin whoopie pie. Bagels run out quick so get there early if you want one. They accept credit cards now, too!",Bagels,negative,0
1640,Try the vanilla malted!,vanilla malted,positive,2
985,Outstanding German Draft Beer selection! Menu looks great. Will be back!,Menu,positive,2
733,"If takeout, it takes them a while to get it all together.",takeout,negative,0
789,Fresh. Perfect ratios. Delicious!!!,fresh,positive,2
710,Great variety of food,food,positive,2
258,"If you're looking to save some cash, split a burger with a friend (theyre huge) or order the $4 burger snack. They will dress it like any of their signature burgers!",save some cash,positive,2
1523,I like the pho tai,pho tai,positive,2
1545,Awesome crew!! Great customer service! Great pizza,pizza,positive,2
1040,Marketing manager Carolyne is great at her job! Loved working with her and her team.,her team,positive,2
668,Under new ownership as of November 30th! It's like a whole new restaurant. Just opened for breakfast every day this week (1.10.16) Offering the freshest corned beef.,freshest corned beef,positive,2
450,"Green chili blue cheese brats, chipotle cheddar brats, bull dogs and Saturdays special BBQ shredded beef and cheddar sub plus drink and chips 5.50!",bull dogs,neutral,1
295,"In a hurry? This is not your post office. Every time I come here, there is at least a 20 min wait",wait,negative,0
418,Gotta try the Young Hickory!   Delicious,Young Hickory,positive,2
888,This location starts serving breakfast today from 7 AM until 10:30 AM (M-F),breakfast,neutral,1
