source_year,domain,sentence_id,text,target,polarity
custom,custom,1577,"Perfect place for that hard to shop for friend! Curries, spice rubs, ginger, peppers and salts, chicken and beef stocks, and gift sets!",gift sets,positive
custom,custom,249,Overpriced. IMHO.  Sides ain't all that.,sides,negative
custom,custom,685,They always want to sit everyone by the windows where the rest of the restaurant is usually pretty empty.  Kinda annoying. But I've never complained.,sit,negative
custom,custom,1681,"Great fresh/organic veggies, awesome antibiotic free meats",antibiotic free meats,positive
custom,custom,722,Best charburgers are good and chicken tacos have good quality chicken. They will do lettuce wrapped chars as well if requested.,charburgers,positive
custom,custom,1597,Scallion pancake $3.99; pot roast pork w/ rice $5.29,pot roast pork w/ rice,neutral
custom,custom,1577,"Perfect place for that hard to shop for friend! Curries, spice rubs, ginger, peppers and salts, chicken and beef stocks, and gift sets!",ginger,positive
custom,custom,627,"it's on the water, the owners are terrific, accommodating, and excellent cooks.",cooks,positive
custom,custom,1544,"Great location. Drinks RIGHT on the water.  Didn't try the food,,,, next time.",location,positive
custom,custom,815,Good bbq. Not the best I've had but I am a self proclaimed expert! Peach cobbler was a little gummy. Price is fair for the amout of food. Decor is cool!,bbq,positive
custom,custom,1028,"BYOB so. Ring your favorite drink to accompany the food. I recommend beers, cider or white wine.",drink,positive
custom,custom,264,Spicy Rice Soup and Ginger Salad that accompanies some of the Hibachi dinners is excellent.,Spicy Rice Soup,positive
custom,custom,1161,"After I posted this tip below, the owner or whoever probably related to this place send me a nasty message. Yes if you want to support people like this, go for it. They do charge the fee and people need to be aware of this. It is illegal and rude. 

=== 


Watch out for your receipt- they over charge people something called "" open food"". This is illegal and they owner shouldn't get away with this.",send me a nasty message,negative
custom,custom,1271,"They now have brunch!!! Can't wait to come in for the bacon ""rose"" Mary!!!",brunch,neutral
custom,custom,1543,Excellent lunch and thoroughly emjoyed food and ambiance!,ambiance,positive
custom,custom,280,The fried shrimp tacos are so yummy!!! Fast service and cold beer!,fried shrimp tacos,positive
custom,custom,267,Save yourself a trip downtown: they have Italian loaves of bread from the Hill as well as World Fair donuts!,Italian loaves of bread,positive
custom,custom,756,Pizza & baked ziti heaven,Pizza,positive
custom,custom,1514,Good food at a fair price. Waiter was very friendly and the service was quick.,price,positive
custom,custom,609,"The potato skins with BBQ are amazing. And the drink specials and bartenders are always a ""10.""",drink specials,positive
custom,custom,1057,Very good customer service and good prices on bait and fresh fish.,prices,positive
custom,custom,437,Like it! Especially now...I feel so hungry..but how could cheese have bad tastes~,cheese,negative
custom,custom,1693,Terrible customer service here.,customer service,negative
custom,custom,1594,Service is amazingggg,Service,positive
custom,custom,708,Yum sushi. Not crowded for lunch.,sushi,positive
custom,custom,1631,go with the empanadas!,empanadas,positive
custom,custom,493,Great rooftop,rooftop,positive
custom,custom,462,The blackberry wheat is a must try.,blackberry wheat,positive
custom,custom,875,Wonderful atmosphere. Hard to chose from the many offerings on the menu.,atmosphere,positive
custom,custom,1172,Very bad bartending (waited 20 min for a drink) and the beer was flat.,drink,negative
custom,custom,1467,Service is very friendly. Plates tailor made. And the owner said I'm gonna love his Tabbouli.,Tabbouli,neutral
custom,custom,859,"Ordered padthai, fried rice and one of their specialty seafood.

Fried rice was tasty, but pad thai was less than satisfied. Seafood dish was little salty but overall okay.

But timing of serving was awkward. After waiting for 20-30 mins for the first dish we had to wait another several several minutes for next dish. By the time we got third dish after 50 mins or so, we already lost the appetite.

The place is way overpriced for quality of food and service.",padthai,neutral
custom,custom,1710,"Love this place, brisket and pulled pork are amazing!",pulled pork,positive
custom,custom,1243,"Clothes will smell. Don't bring anything you need to wear the next day. MAKE A RESERVATION. Starting around 5-6 people, start thinking about getting a combo. Maybe cheaper.",MAKE A RESERVATION,neutral
custom,custom,1505,"If you have a table...get the curly fries! If you're there for drinks, watch out because it gets super crowded on weekends late night.",curly fries,positive
custom,custom,1123,"Great, FRESH beer! We loved sitting outside in the garden.",beer,positive
custom,custom,181,Great drinks and food!,drinks,positive
custom,custom,896,"Great selection of food, fresh sushi & friendly service! Will be back for sure!",sushi,positive
custom,custom,1603,Staff is very attentive and they work as a team. Food is very good...Seared Ahi app is great and the Reuben is outstanding!!!,Reuben,positive
custom,custom,1224,"Service was slow, but food was ok. Manager Erica is great.",Service,negative
custom,custom,318,Get the lobster roll!,lobster roll,positive
custom,custom,594,Love the atmosphere in this place! Great beer great drinks great people!,drinks,positive
custom,custom,624,"Delicious simple and cheap tacos! Even cheaper on Wednesdays! $1.75 for most or $2.25 for steak or fish (see pic). Totally fulfills my taco cravings since moving from Texas, excited to try their tortas and breakfast soon!",tacos,positive
custom,custom,415,"California club on wheatberry toast, yum!",California club on wheatberry toast,positive
custom,custom,298,"Always sit at sushi bar and only had the sushi, always awesome!",sushi,positive
custom,custom,1364,Having breakfast for first time.,breakfast,neutral
custom,custom,1489,Great for the occasional boutique shopping need. Deli is the best for hot meals and baked goods. Salad bar is extensive. Cashiers are friendly.,Cashiers,positive
custom,custom,876,Sunset views sweet tonight with blustery Gulf winds - scares tourists away!,Sunset views,positive
custom,custom,1675,State Dept. website has optimistic hours for the passport desk. They take lunches and apparently take some weekdays off. Call ahead.,take lunches,negative
custom,custom,715,The lapsang souchong butterfly tea is delicate and smoky. Delicious.,lapsang souchong butterfly tea,positive
custom,custom,552,"It wasn't bad, but for original cheesesteak it was lacking.",original cheesesteak,negative
custom,custom,7,Basically same food as rally's for $5 more,food,neutral
custom,custom,784,"Bellini~Tini, shrimp pancetta, Jenny's spinach salad, perfect light bites for a sunny Friday happy hour.",shrimp pancetta,positive
custom,custom,1199,Stuffed breadsticks..,Stuffed breadsticks,neutral
custom,custom,1127,"They started as a kettle corn spot and branched out to other sweets. They sell kettle corn, homemade ice cream, cupcakes, cake, and (rather pricey) milkshakes. Soon they'll add hotdogs and hamburgers. Yum!",cake,neutral
custom,custom,1240,Frozen margaritas rock.  Get a shot on top.,Frozen margaritas,positive
custom,custom,1638,Best pizza! Taste homemade,Taste,positive
custom,custom,1376,"Having the brisket.  Waitress, Sydney, was very nice.  Sweet tea is good here, too.",brisket,neutral
custom,custom,921,$1 daft PBR & $5 nachos,nachos,positive
custom,custom,1021,"Okay burger place. Seemed very promising. 
Overpriced burgers and okay service.",burgers,negative
custom,custom,274,Lovely staff.....byob!,staff,positive
custom,custom,1627,Best pizza in Nashville. It's just that simple,pizza,positive
custom,custom,1741,Interior,Interior,neutral
custom,custom,1831,Order the French Pear martini - delicious!!,French Pear martini,positive
custom,custom,477,"The Chopped Shrimp, Creole Rib, and Calypso Beef were three great tacos to start with on Taco Tuesday.",Calypso Beef,positive
custom,custom,1230,Mini variety box; perfect for an office treat,Mini variety box,positive
custom,custom,1760,They really really need new toilet seats in the ladies bathroom !,toilet seats,negative
custom,custom,1558,Comfortable and funky venue for pre-church coffee.,coffee,positive
custom,custom,422,"The restaurant is warm and inviting, the food is deliciously authentic and the bar selection is superb. Something for everyone on the menu!",food,positive
custom,custom,62,Their Gluten Free section is in the back of the produce section in the specialty foods area.,Gluten Free section,neutral
custom,custom,975,All you can eat sushi on Sunday's for $21.99! So worth it!,$21.99,positive
custom,custom,1705,The staff and food is great here !,staff,positive
custom,custom,990,The English-speaking nail techs were nowhere to be found last weekend. I hope this was due to vacations and not staffing changes.,nail techs,negative
custom,custom,784,"Bellini~Tini, shrimp pancetta, Jenny's spinach salad, perfect light bites for a sunny Friday happy hour.",Jenny's spinach salad,positive
custom,custom,880,"They're very inconsistent with water. Sometimes they give you free bottles of water (because they don't have anything else) and sometimes they give you tap water, which doesn't taste so great. I would maybe bring your own water, because the pizza is just too damn good to care about water issues.",water,negative
custom,custom,533,"Taco Tuesday rocks!  Burrito Thursday good too. Love the chix taco, queso and chips.",Burrito Thursday,positive
custom,custom,489,"I have yet to eat inside but their porch area was great. The service was super friendly, the margaritas are good but a tad overpriced, and their corn on the cob is fantastic.",service,positive
custom,custom,137,"Grab & Go food is available in a case near the counter that includes sandwiches, salads, sides, and more!",Grab & Go food,positive
custom,custom,1825,Place is neat and kitchen is good.. Food is tasty..,Food,positive
custom,custom,859,"Ordered padthai, fried rice and one of their specialty seafood.

Fried rice was tasty, but pad thai was less than satisfied. Seafood dish was little salty but overall okay.

But timing of serving was awkward. After waiting for 20-30 mins for the first dish we had to wait another several several minutes for next dish. By the time we got third dish after 50 mins or so, we already lost the appetite.

The place is way overpriced for quality of food and service.",place,negative
custom,custom,1173,New hot donut -- lemon!,donut,neutral
custom,custom,422,"The restaurant is warm and inviting, the food is deliciously authentic and the bar selection is superb. Something for everyone on the menu!",bar selection,positive
custom,custom,267,Save yourself a trip downtown: they have Italian loaves of bread from the Hill as well as World Fair donuts!,World Fair donuts,positive
custom,custom,883,Tried the Cobb Salad and the Spinach Dip.,Cobb Salad,neutral
custom,custom,1147,Spa messed up my body scrub appointment and offered later time. The later time did not work for me and they refunded the body scrub charge but still charged me the $20 day pass even though I had only used the facility for less than 30 minutes.,later time,neutral
custom,custom,1607,Lisa is a very helpful server! I recommend her.,Lisa,positive
custom,custom,1672,"Only one vegetarian meal-type option (quesadilla), but willing to make veg burrito if you ask.",veg burrito,positive
custom,custom,1633,Pit roasted Meats Rock,Pit roasted Meats,positive
custom,custom,989,1 Margarita.    Floor,Floor,neutral
custom,custom,1120,$5.49 for an adult buffet before 4pm. Yes please!,$5.49,positive
custom,custom,780,Omg- waiter just came by after an hour and said our food order was NEVER put in!,order,negative
custom,custom,1291,Limited offerings with walk ins.,offerings,negative
custom,custom,217,Coke Zero on tap!,Coke Zero on tap,positive
custom,custom,270,"Sit at the bar with Candace, who is super nice, makes great drinks & is knowledgeable about the menu too!",knowledgeable about the menu,positive
custom,custom,1225,"Lots of lunch specials - sushi, hibachi, rice dishes.",hibachi,neutral
custom,custom,1196,I just LOVE this venue! Great history and architecture!!,venue,positive
custom,custom,155,The have the best Posole in town!!! Hands down! Reminds me of my mom's posole back in Mexico! The food is so authentic and taste home cooked!,authentic,positive
custom,custom,1588,Music is too loud. And the air conditioning must be broken. It is hot in there.,air conditioning,negative
custom,custom,151,Get the Larry (chocolate taro boba)!!!,Larry (chocolate taro boba),positive
custom,custom,1170,Take advantage of all the special things like the $5 for 5 lunch/dinner to try heathy recipes.,heathy recipes,positive
custom,custom,1114,A large array of balsamic vinegars for you to sample with your bread,balsamic vinegars,positive
custom,custom,1453,Great patio to enjoy the cool temperature when Tucson is blazing hot!,cool temperature,positive
custom,custom,589,"Smells like amazing coffee inside, cutest coffee cafe with attractive seating. Not good for a big group though",big group,negative
custom,custom,1042,Tofu hoagie is awesome. This is a great mini market with a wide selection of ethnic groceries plus the regular staples.,Tofu hoagie,positive
custom,custom,826,Yummy - waffles are the bomb!,waffles,positive
custom,custom,1731,"Beer and wine bar, meats and cheeses!",meats and cheeses,neutral
custom,custom,1312,Pretty good! The Mojo platter reminds me of the kalhua pork I got in Maui!,Mojo platter,positive
custom,custom,1696,Great place for Bison burgers,Bison burgers,positive
custom,custom,1479,"Pepper onion blend instead of sonoran style bacon.   Eat it with the roasted pepper! 2.50 a hot dog,  its good",sonoran style bacon,neutral
custom,custom,1682,"Good shoe selection, especially for Dansko and Naot, but the manager, Erica Moreau, needs to work on her sales skills",shoe selection,positive
custom,custom,1563,Local Grass Fed Philly Cheesesteak is still tops.,Local Grass Fed Philly Cheesesteak,positive
custom,custom,362,One of the cleanest locations I've been to.,cleanest locations,positive
custom,custom,1185,"Ordered the funk monkey Nd coffee. Didn't see the sign that says 15% off if you check-in on Facebook, tag RB on Instagram or mention RB on Twitter. Oh well, next time.","check-in on Facebook, tag RB on Instagram or mention RB on Twitter",neutral
custom,custom,348,They have wine tastings!,wine tastings,positive
custom,custom,139,This place is fantastic!! The food is delicious. I rate customer service five stars. Monday's they have burger specials.,food,positive
custom,custom,1388,Not the best cheese steak. Sparse with the meat. Good roll.,meat,negative
custom,custom,312,"Thai Samosas, Drunken Noodles and Pad Thai are amazing. Get the deviled eggs whenever they are on the specials.",Drunken Noodles,positive
custom,custom,1127,"They started as a kettle corn spot and branched out to other sweets. They sell kettle corn, homemade ice cream, cupcakes, cake, and (rather pricey) milkshakes. Soon they'll add hotdogs and hamburgers. Yum!",homemade ice cream,neutral
custom,custom,727,"Try the agua frescas, they're fantastic!",agua frescas,positive
custom,custom,893,The best Publix to go for lunch. They have a salad bar and a hot bar along with a soup bar and the publix sub station. Then there is also a place to sit and eat at the front of the store.,place,positive
custom,custom,289,"Veal Marsala was very good, but the Risotto (shrimp, pancetta, fennel, and mushrooms) was INCREDIBLE.",Veal Marsala,positive
custom,custom,1442,They have Russian style shashlik in an Afghan owned and operated restaurant. cool!,Afghan owned and operated restaurant,positive
custom,custom,1174,"I thought that I would give the place a try but I've been waiting too long. I came in with my niece for a Mommie day out experience but she's been taken care of and I'm still waiting. 
I don't like the atmosphere and I waited too long to be seen. 
I decided to leave and this time I don't plan to come back.",a Mommie day out experience,positive
custom,custom,815,Good bbq. Not the best I've had but I am a self proclaimed expert! Peach cobbler was a little gummy. Price is fair for the amout of food. Decor is cool!,peach cobbler,negative
custom,custom,1437,I can't wait for whatever I'm about to have especially if there's lamburger in it.,lamburger,positive
custom,custom,1396,Free mug of tea! It broadcasts premier league games too on the weekend,mug of tea,positive
custom,custom,1665,"Post Comic-Con Soup Dumplings...Beam me up, Sushi!",Sushi,neutral
custom,custom,1069,Nothing short of amazing I tried the vegetarian on ciabatta with no cheese omgggg,vegetarian on ciabatta with no cheese,neutral
custom,custom,632,Yum! Sunday is Lasagna nigjt!,Lasagna,positive
custom,custom,964,Half sandwich and smoothie is the perfect lunch!,Half sandwich,positive
custom,custom,758,The shrimp and grits are the bomb.,shrimp and grits,positive
custom,custom,1066,Great selection of wines under $15.,$15,positive
custom,custom,1821,"This place is a hidden gem in the quarter. Amazing staff, great food (get the boudin balls--trust me) and mini bowling.",staff,positive
custom,custom,1840,Half a corned beef on rye w/spicy brown is the way to go.,Half a corned beef on rye w/spicy brown,positive
custom,custom,353,Happy hour! Best sushi in Tampa bay,sushi,positive
custom,custom,1629,They now have some spices and tea in the bulk aisles. Woo-hoo!,spices,neutral
custom,custom,1305,"You MUST check these lights out! $2 donation per person to keep the garden going. Dog friendly, handicap accessible and plenty of parking.",lights,positive
custom,custom,1156,Window table is nice and cozy.  Try the escargot!,escargot,neutral
custom,custom,1810,"Gross









Yuck 

Soggy pancakes and runny scrambled eggs",pancakes,negative
custom,custom,1279,Sit in the bar during happy hour for 1/2 price apps!,apps,positive
custom,custom,880,"They're very inconsistent with water. Sometimes they give you free bottles of water (because they don't have anything else) and sometimes they give you tap water, which doesn't taste so great. I would maybe bring your own water, because the pizza is just too damn good to care about water issues.",water,negative
custom,custom,1768,I love their eggplant parm. So delicious!!!!! Great location. Enjoyed the meal!,location,positive
custom,custom,361,"Brownie is good, but very, very sweet",brownie,positive
custom,custom,1175,"Real Chicago Dogs and Italian Beef? I'm in heaven! (or at least back in Chicago...). Outdoor seating only - order at the window. But it's authentic, and worth the stop!",it,positive
custom,custom,1551,Killer Lager pour and Golden Ale - getting ready for Hockey Night!!! GO BOLTS,Killer Lager pour,positive
custom,custom,209,Sushi took forever to arrive. Food was ok.,forever to arrive,negative
custom,custom,315,Homemade style icecream with inventive and exceptionally tasty flavors.  Sorbet as well.  Even have Lactaid! Can't decide? Trailer Trash!,Lactaid,positive
custom,custom,1260,They serve their beer in plastic cups. Pretty weird for a brewery.,beer,negative
custom,custom,1464,"High priced menu but well worth it. It's just beyond delicious. Go during happy hr Mon-Fri, 5-7pm @ the bar 4 great deals.",happy hr,positive
custom,custom,572,It's raining cats and dogs but we are dry on the patio!,patio,positive
custom,custom,930,Ordered a burrito to go.  It had great flavors but barely any meat.,burrito,neutral
custom,custom,189,Pretty much the same menu as SK Noodle. West Lake beef soup as an appetizer is new.,West Lake beef soup as an appetizer,neutral
custom,custom,498,"Classic neighborhood joint. Simple menu, small venue",small venue,neutral
custom,custom,196,"Nice cocktails, nice food, nice location!",location,positive
custom,custom,150,Waiter needs lesson in wine etiquette...,waiter,negative
custom,custom,197,Turkey club gyro with pasta salad. The bacon and pesto mayo combination is remarkable.,Turkey club gyro,positive
custom,custom,1801,"Small portions, order accordingly. Slow service.",portions,negative
custom,custom,1306,"The kale soup is outstanding. Sweet potato, celery, barley, onion, and garbanzo. Seems shy on kale, though.",kale soup,positive
custom,custom,164,Holy Frenchulatta!  This thing is HUGE!,Frenchulatta,positive
custom,custom,133,Ok prices but slow service.,prices,neutral
custom,custom,1008,"Horrible delivery service, unfortunately. Called at 11:40am, received my sandwich at 1:15pm!! Unbelievable!",delivery service,negative
custom,custom,1477,"We arrived around 12:45p and they were out of sweet tea fried chicken. Bummer! Brady says they usually run out by noon on Sundays, so head out early if you want that.",sweet tea fried chicken,negative
custom,custom,175,Spicy tofu = AMAZING. Pancakes are nothing special - dont get them,spicy tofu,positive
custom,custom,450,"Green chili blue cheese brats, chipotle cheddar brats, bull dogs and Saturdays special BBQ shredded beef and cheddar sub plus drink and chips 5.50!",Saturdays special BBQ shredded beef and cheddar sub,neutral
custom,custom,1343,"They accommodate dogs on leash on the patio, which is a bit hidden. You have to walk your pet through dining room. I'd ask for the OK first.",dining room,neutral
custom,custom,971,Pretty good wings and steaks,wings,positive
custom,custom,590,Pretty cupcakes,cupcakes,positive
custom,custom,975,All you can eat sushi on Sunday's for $21.99! So worth it!,sushi,positive
custom,custom,555,$5 minimum purchase for WiFi access. Meanwhile a large iced coffee $3.50.,large iced coffee,neutral
custom,custom,1814,Sweet potato fries are amazing. They have a variety of dipping sauces so definitely try more than the house sauce. Their flatbreads are amazing! A great bar for watching sports with food that isn't your typical bar food,flatbreads,positive
custom,custom,955,Local hidden gem! But if you are coming for a Sunday brunch make sure that you arrive before 11:30 am to avoid the 20 minute wait.,Sunday brunch,positive
custom,custom,1139,"Fabulous breakfast...challah as light as a feather, perfectly cooked everything!",breakfast,positive
custom,custom,813,"The people  who work the gate here are very nice, always have a smile on their face.",people,positive
custom,custom,1064,Hostess was a hoe. Gave us attitude,Hostess,negative
custom,custom,619,Husband enjoys strawberry shake but my Peanut Butter shake not so much. Mug n Bun has spoiled me. Good but not great.,Peanut Butter shake,neutral
custom,custom,1849,"WOW!  Amazing flavors.  Try the ""Movie Butter Popcorn"" gelato",flavors,positive
custom,custom,1843,Such great service! First time I came in after walking by every day for almost a year. The food was interesting. It was my first Chaat experience. Cannot wait to try more things!,service,positive
custom,custom,1196,I just LOVE this venue! Great history and architecture!!,architecture,positive
custom,custom,1046,Friendly hole in the wall mom and pop place. Ribs are amazing. Best cabbage I've ever had,cabbage,positive
custom,custom,1245,Make reservations for Sunday brunch early in the week!   We couldn't get one until 1:15 yet they were searing walk ups before me! Hmmm....,reservations,negative
custom,custom,895,Green tea bubble tea & pocket sammich,pocket sammich,neutral
custom,custom,428,Love the green curry and mango tofu. Good for vegetarians.,vegetarian,positive
custom,custom,905,"Everything is right with the ambience of this lovely place. I will caution you to hurry and get there,however, as the very accomplished chef who who owns and has run this gem for years is preparing to close it and move on to other things.  This is a class act preparing for a graceful closing.",chef,positive
custom,custom,1711,Amazing food!! Probably the best shrimp and scallop I've had in edmonton!! Plus they have fresh halibut flown in daily all summer that is to die for!!,food,positive
custom,custom,836,the bartenders are so nice! make sure you get the Aussie! throw another shrimp on the barbie!,shrimp,neutral
custom,custom,630,Big selection of breakfast and lunch options. Straight forward.  Good food with good prices. Service is consistent and friendly,service,positive
custom,custom,98,Great! Rachel was awesome.,Rachel,positive
custom,custom,820,"Check out the old school (circa 1940s?) aerial photo of the surrounding area, a cool artifact from the history of the area.  It's hung in their dining room.",old school aerial photo,positive
custom,custom,784,"Bellini~Tini, shrimp pancetta, Jenny's spinach salad, perfect light bites for a sunny Friday happy hour.",light bites,positive
custom,custom,1148,Must try honey biscuit. It's like a hybrid of baklava and shortbread. Yum!!!!!,baklava,neutral
custom,custom,1574,Best drinks and hot ass Salsa dancing!,Salsa dancing,positive
custom,custom,1061,Friendly staff in the merchandise area!,staff,positive
custom,custom,869,"Coffee and espresso available, as well as a very small area with table & chairs",espresso,neutral
custom,custom,1339,Always a good time here.  Food is great for the whole family.,Food,positive
custom,custom,1451,"Great food, good service, don't miss the debris fries, they are the BEST!!!",food,positive
custom,custom,893,The best Publix to go for lunch. They have a salad bar and a hot bar along with a soup bar and the publix sub station. Then there is also a place to sit and eat at the front of the store.,hot bar,positive
custom,custom,953,Longest drive through ever. Be prepared to wait 30 minutes for burgers,burgers,negative
custom,custom,1204,Great chocolate filled croissants,chocolate filled croissants,positive
custom,custom,1635,"Hmm that's odd how I was told kasia was injured  but the, bill shows, zooey.  Maybe because, it's a lie",bill,negative
custom,custom,1471,Hoagies that make u go ZAMN!,Hoagies,positive
custom,custom,270,"Sit at the bar with Candace, who is super nice, makes great drinks & is knowledgeable about the menu too!",great drinks,positive
custom,custom,104,"It is now more of a restaurant then a bar. And I love that! Spanish style food and drink menu, salsa music playing in the background. Great atmosphere. Super clean. Friendly staff.Try the coconut mojitos (garnished with actual mini coconuts!) Or the Passion Fruit Margarita (yum!) New menu. Mainly Everything is Spanish style (rice and beans, tostones, maduros,etc). They have a larger dining area on the 2nd floor and an outdoor patio that's only accessible through the inside of the bar.",Friendly staff,positive
custom,custom,1335,Excellent facility with top notch range balls!,range balls,positive
custom,custom,206,Nelson at the liquor store is great.  Friendly and helpful.,Nelson,positive
custom,custom,1050,"If you bring good red wine to this BYOB, for God's sake bring your own glass. Heck, if you bring any wine here bring a glass, tonight they are giving water glasses to pour your wine in.",water glasses,negative
custom,custom,13,The pimento cheese tastes great and is a large portion for a starter - great for sharing!  The fried pickles are also awesome!,portion size,positive
custom,custom,132,This place makes me wish i had the stomach of an elephant because i just want to eat everything. EVERYTHING. all in one sitting. Is that a crime? I blame CSK.,everything,positive
custom,custom,1295,Get the salmon! It's seasoned and cooked VERY well. Yummy sauce and nice pink on the inside. (Not a fan of the veggies tho),salmon,positive
custom,custom,1101,Order and pick up your to-go orders at the back window.,Order and pick up your to-go orders,neutral
custom,custom,1265,Great place to watch the game - big HD screen outdoors and plenty of seating.,seating,positive
custom,custom,1172,Very bad bartending (waited 20 min for a drink) and the beer was flat.,bartending,negative
custom,custom,1354,"The pizza here beats out the big chains, hands down.",pizza,positive
custom,custom,443,Nothing special. The hurricane I ordered was horrible and the place smells like a$$.,hurricane,negative
custom,custom,736,Yum tried the chicken strips well worth it,chicken strips,positive
custom,custom,1861,Great fooooooood. Call in advance. Everything is made fresh,Everything,positive
custom,custom,248,"Soup & salad combo Thai style, I'd suggest Tom Yum soup and fresh spring roll. Delicious.",Tom Yum soup,positive
custom,custom,538,Sign up for their newsletter and get a free pizza on your birthday!,free pizza,positive
custom,custom,956,I had the Carne Asada Burrito and I very much enjoyed the richness. I could taste the zucchini as well as the other healthy flavors,Carne Asada Burrito,positive
custom,custom,931,Valentines day donuts are too cute!!! Im tempted to get one,Valentines day donuts,positive
custom,custom,1491,"Good food good service, FBI fried banana desert is amazing",service,positive
custom,custom,606,"The manager is soooo kind, and awesome with making the salads....get him to make yours if you can!",manager,positive
custom,custom,1238,Must. Have. Kung. Pao. Chicken.,Kung. Pao. Chicken,positive
custom,custom,1541,Turkish chicken is amazing!  But they forgot my pickle,Turkish chicken,positive
custom,custom,1679,Nice space with great local art.,local art,positive
custom,custom,610,Always trouble redeeming free shot,free shot,negative
custom,custom,1239,"Always good drinks and staff, great at night when Jeremy plays.",drinks,positive
custom,custom,1825,Place is neat and kitchen is good.. Food is tasty..,kitchen,positive
custom,custom,1008,"Horrible delivery service, unfortunately. Called at 11:40am, received my sandwich at 1:15pm!! Unbelievable!",Called,neutral
custom,custom,729,Heaven!! Ice cream drinks and I'm not in Wisconsin,ice cream drinks,positive
custom,custom,1025,The beer is cold. Nuff said.,beer,positive
custom,custom,500,"Fast service...good beer.   Enjoyed the fried pickles, steak and shrimp, and carrot cake.",steak and shrimp,positive
custom,custom,505,Great sweet tea.,sweet tea,positive
custom,custom,1619,Great little spot. Food takes a little while  to come out and the service is kind of awkward but the food is an A plus. Got the nook and cranny chicken sandwich with sweet potato fries. Chicken was tender and delicious. The fries were big wedges that were tender and flavorful. Definitely coming back and recommend,Food,neutral
custom,custom,1809,Happy hour is a great deal!,Happy hour,positive
custom,custom,1678,Double classic burger.. Best burger in town..,burger,positive
custom,custom,1387,Drive thru pharmacy is nice,Drive thru pharmacy,positive
custom,custom,20,Come early for the best service as they fill up really quickly.,best service,positive
custom,custom,1686,Excellent food and great service! Love the new menu!,food,positive
custom,custom,448,Try the Gruyere salad! Their Wednesday Fried Chicken must have!,Wednesday Fried Chicken,positive
custom,custom,1030,Bowl of soup does not come with bun.  You have to ask for it.,ask for it,negative
custom,custom,647,Buy 3 get 3 free muffins on Tuesdays!,muffins,positive
custom,custom,680,"Good clean Mexican food. May suffer when really busy. But, that is the exception. Order the shrimp fajitas and you will love this offering.",Mexican food,positive
custom,custom,737,Our favorite local Mexican place. Great staff amazing food and yummy desserts!!!,desserts,positive
custom,custom,1251,"The manager doesn't seem to be in today. The service is terrible. The waiter is coughing on everything, bringing out the wrong orders and just smiling the whole time.  We've been waiting for 20 minutes for spring rolls!! Argh.",service,negative
custom,custom,376,The macaroni and cheese is mostly cheese and no macaroni. A hot velvetta sundae.,hot velvetta sundae,neutral
custom,custom,273,The 20% show us your scrub offer is not valid.,20% scrub offer,negative
custom,custom,1453,Great patio to enjoy the cool temperature when Tucson is blazing hot!,patio,positive
custom,custom,910,"First time here. Little sister loves this place, and it's not half bad. Generic, but... Relatively good, cheap good. Excellent server.",server,positive
custom,custom,902,"Eating dinner with the lover boy, his first time my millionth :]",dinner,neutral
custom,custom,238,Closed or very limited hours,hours,negative
custom,custom,12,Order crispy and they bake it up good.,crispy,positive
custom,custom,522,"They have a little to-go area with sandwiches, salads and killer hot soups! Organic yumness!",hot soups,positive
custom,custom,861,Friendly staff and speedy service for an emissions inspection!,staff,positive
custom,custom,691,Pricey...,price,negative
custom,custom,1239,"Always good drinks and staff, great at night when Jeremy plays.",staff,positive
custom,custom,1664,Very very good chocolate.,chocolate,positive
custom,custom,1411,Best service I've experienced anywhere in a long time. The fresh rolls were amazing.,fresh rolls,positive
custom,custom,344,"Very friendly and helpful staff. Great quality. Expensive, but worth it.",staff,positive
custom,custom,859,"Ordered padthai, fried rice and one of their specialty seafood.

Fried rice was tasty, but pad thai was less than satisfied. Seafood dish was little salty but overall okay.

But timing of serving was awkward. After waiting for 20-30 mins for the first dish we had to wait another several several minutes for next dish. By the time we got third dish after 50 mins or so, we already lost the appetite.

The place is way overpriced for quality of food and service.",first dish,neutral
custom,custom,1361,Happy Hour specials all night long Thurs nights.... plus say hi to Jess the bartender,Jess the bartender,positive
custom,custom,840,Mac n cheese is ok and so are the fries. Won't be back though!,fries,neutral
custom,custom,1010,I had a lobster roll to go. Seems pricy but was great. New location nice,location,positive
custom,custom,383,Salmon platter....yeah boy!,Salmon platter,positive
custom,custom,864,The falafel ARE really yummy. And I liked the portion size (I had the vegetarian plate). Mr. Mike is a gem of a person!,falafel,positive
custom,custom,1168,The menu is very diverse really good looking drinks and live music what else do you need??? Room!! Lol,live music,positive
custom,custom,1650,"If you're here for Mardi Gras, skip the store-bought brand and try their King Cake - one of the best!",King Cake,positive
custom,custom,669,Really solid craft beer selection.,craft beer selection,positive
custom,custom,1632,Best place ever! Every item on the menu rules! Spaghetti sandwich is God,Spaghetti sandwich,positive
custom,custom,1753,"Good food, good atmosphere, great price, great drive in too",atmosphere,positive
custom,custom,1589,Wow! P&J oysters plus happy hour! I'm a huge fan!,fan,positive
custom,custom,1584,"Terrible food, poor service but a lot of TVs   Being generous giving 2 stars.",food,negative
